dataset_number,dataset_slug,dataset_label,image_role,package_path,source_path
11,011_ascend_wipe_plate,ascend_wipe plate,coh_2,MainStimuli/011_ascend_wipe_plate/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/11_ascend_wipe plate/1/coh_2.png
11,011_ascend_wipe_plate,ascend_wipe plate,tr_target,MainStimuli/011_ascend_wipe_plate/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/11_ascend_wipe plate/1/tr_target.png
11,011_ascend_wipe_plate,ascend_wipe plate,it_target,MainStimuli/011_ascend_wipe_plate/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/11_ascend_wipe plate/1/it_target.png
11,011_ascend_wipe_plate,ascend_wipe plate,end_coh_it,MainStimuli/011_ascend_wipe_plate/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/11_ascend_wipe plate/1/end_coh_it.png
11,011_ascend_wipe_plate,ascend_wipe plate,end_ic_tr,MainStimuli/011_ascend_wipe_plate/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/11_ascend_wipe plate/1/end_ic_tr.png
11,011_ascend_wipe_plate,ascend_wipe plate,end_ic_it,MainStimuli/011_ascend_wipe_plate/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/11_ascend_wipe plate/1/end_ic_it.png
12,012_come_eat_rice,come_eat rice,ic_1,MainStimuli/012_come_eat_rice/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/12_come_eat rice/1/ic_1.png
12,012_come_eat_rice,come_eat rice,coh_1,MainStimuli/012_come_eat_rice/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/12_come_eat rice/1/coh_1.png
12,012_come_eat_rice,come_eat rice,coh_2,MainStimuli/012_come_eat_rice/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/12_come_eat rice/1/coh_2.png
12,012_come_eat_rice,come_eat rice,tr_target,MainStimuli/012_come_eat_rice/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/12_come_eat rice/1/tr_target.png
12,012_come_eat_rice,come_eat rice,it_target,MainStimuli/012_come_eat_rice/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/12_come_eat rice/1/it_target.png
12,012_come_eat_rice,come_eat rice,end_coh_it,MainStimuli/012_come_eat_rice/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/12_come_eat rice/1/end_coh_it.png
12,012_come_eat_rice,come_eat rice,end_ic_tr,MainStimuli/012_come_eat_rice/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/12_come_eat rice/1/end_ic_tr.png
12,012_come_eat_rice,come_eat rice,end_ic_it,MainStimuli/012_come_eat_rice/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/12_come_eat rice/1/end_ic_it.png
13,013_stand_wash_clothes,stand_wash clothes,ic_1,MainStimuli/013_stand_wash_clothes/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/13_stand_wash clothes/1/ic_1.png
13,013_stand_wash_clothes,stand_wash clothes,coh_1,MainStimuli/013_stand_wash_clothes/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/13_stand_wash clothes/1/coh_1.png
13,013_stand_wash_clothes,stand_wash clothes,coh_2,MainStimuli/013_stand_wash_clothes/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/13_stand_wash clothes/1/coh_2.png
13,013_stand_wash_clothes,stand_wash clothes,tr_target,MainStimuli/013_stand_wash_clothes/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/13_stand_wash clothes/1/tr_target.png
13,013_stand_wash_clothes,stand_wash clothes,it_target,MainStimuli/013_stand_wash_clothes/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/13_stand_wash clothes/1/it_target.png
13,013_stand_wash_clothes,stand_wash clothes,end_coh_it,MainStimuli/013_stand_wash_clothes/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/13_stand_wash clothes/1/end_coh_it.png
13,013_stand_wash_clothes,stand_wash clothes,end_ic_tr,MainStimuli/013_stand_wash_clothes/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/13_stand_wash clothes/1/end_ic_tr.png
13,013_stand_wash_clothes,stand_wash clothes,end_ic_it,MainStimuli/013_stand_wash_clothes/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/13_stand_wash clothes/1/end_ic_it.png
14,014_ascend_weave_raincoat,ascend_weave raincoat,ic_1,MainStimuli/014_ascend_weave_raincoat/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/14_ascend_weave raincoat/1/ic_1.png
14,014_ascend_weave_raincoat,ascend_weave raincoat,coh_1,MainStimuli/014_ascend_weave_raincoat/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/14_ascend_weave raincoat/1/coh_1.png
14,014_ascend_weave_raincoat,ascend_weave raincoat,coh_2,MainStimuli/014_ascend_weave_raincoat/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/14_ascend_weave raincoat/1/coh_2.png
14,014_ascend_weave_raincoat,ascend_weave raincoat,tr_target,MainStimuli/014_ascend_weave_raincoat/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/14_ascend_weave raincoat/1/tr_target.png
14,014_ascend_weave_raincoat,ascend_weave raincoat,it_target,MainStimuli/014_ascend_weave_raincoat/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/14_ascend_weave raincoat/1/it_target.png
14,014_ascend_weave_raincoat,ascend_weave raincoat,end_coh_it,MainStimuli/014_ascend_weave_raincoat/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/14_ascend_weave raincoat/1/end_coh_it.png
14,014_ascend_weave_raincoat,ascend_weave raincoat,end_ic_tr,MainStimuli/014_ascend_weave_raincoat/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/14_ascend_weave raincoat/1/end_ic_tr.png
14,014_ascend_weave_raincoat,ascend_weave raincoat,end_ic_it,MainStimuli/014_ascend_weave_raincoat/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/14_ascend_weave raincoat/1/end_ic_it.png
15,015_smile_clean_wall,smile_clean wall,ic_1,MainStimuli/015_smile_clean_wall/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/15_smile_clean wall/1/ic_1.png
15,015_smile_clean_wall,smile_clean wall,coh_1,MainStimuli/015_smile_clean_wall/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/15_smile_clean wall/1/coh_1.png
15,015_smile_clean_wall,smile_clean wall,coh_2,MainStimuli/015_smile_clean_wall/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/15_smile_clean wall/1/coh_2.png
15,015_smile_clean_wall,smile_clean wall,tr_target,MainStimuli/015_smile_clean_wall/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/15_smile_clean wall/1/tr_target.png
15,015_smile_clean_wall,smile_clean wall,it_target,MainStimuli/015_smile_clean_wall/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/15_smile_clean wall/1/it_target.png
15,015_smile_clean_wall,smile_clean wall,end_coh_it,MainStimuli/015_smile_clean_wall/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/15_smile_clean wall/1/end_coh_it.png
15,015_smile_clean_wall,smile_clean wall,end_ic_tr,MainStimuli/015_smile_clean_wall/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/15_smile_clean wall/1/end_ic_tr.png
15,015_smile_clean_wall,smile_clean wall,end_ic_it,MainStimuli/015_smile_clean_wall/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/15_smile_clean wall/1/end_ic_it.png
16,016_sleep_wash_dish,sleep_wash dish,ic_1,MainStimuli/016_sleep_wash_dish/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/16_sleep_wash dish/1/ic_1.png
16,016_sleep_wash_dish,sleep_wash dish,coh_1,MainStimuli/016_sleep_wash_dish/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/16_sleep_wash dish/1/coh_1.png
16,016_sleep_wash_dish,sleep_wash dish,coh_2,MainStimuli/016_sleep_wash_dish/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/16_sleep_wash dish/1/coh_2.png
16,016_sleep_wash_dish,sleep_wash dish,tr_target,MainStimuli/016_sleep_wash_dish/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/16_sleep_wash dish/1/tr_target.png
16,016_sleep_wash_dish,sleep_wash dish,it_target,MainStimuli/016_sleep_wash_dish/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/16_sleep_wash dish/1/it_target.png
16,016_sleep_wash_dish,sleep_wash dish,end_coh_it,MainStimuli/016_sleep_wash_dish/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/16_sleep_wash dish/1/end_coh_it.png
16,016_sleep_wash_dish,sleep_wash dish,end_ic_tr,MainStimuli/016_sleep_wash_dish/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/16_sleep_wash dish/1/end_ic_tr.png
16,016_sleep_wash_dish,sleep_wash dish,end_ic_it,MainStimuli/016_sleep_wash_dish/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/16_sleep_wash dish/1/end_ic_it.png
17,017_rest_hang_picture,rest_hang picture,ic_1,MainStimuli/017_rest_hang_picture/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/17_rest_hang picture/1/ic_1.png
17,017_rest_hang_picture,rest_hang picture,coh_1,MainStimuli/017_rest_hang_picture/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/17_rest_hang picture/1/coh_1.png
17,017_rest_hang_picture,rest_hang picture,coh_2,MainStimuli/017_rest_hang_picture/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/17_rest_hang picture/1/coh_2.png
17,017_rest_hang_picture,rest_hang picture,tr_target,MainStimuli/017_rest_hang_picture/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/17_rest_hang picture/1/tr_target.png
17,017_rest_hang_picture,rest_hang picture,it_target,MainStimuli/017_rest_hang_picture/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/17_rest_hang picture/1/it_target.png
17,017_rest_hang_picture,rest_hang picture,end_coh_it,MainStimuli/017_rest_hang_picture/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/17_rest_hang picture/1/end_coh_it.png
17,017_rest_hang_picture,rest_hang picture,end_ic_tr,MainStimuli/017_rest_hang_picture/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/17_rest_hang picture/1/end_ic_tr.png
17,017_rest_hang_picture,rest_hang picture,end_ic_it,MainStimuli/017_rest_hang_picture/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/17_rest_hang picture/1/end_ic_it.png
18,018_yawn_put_on_cap,yawn_put on cap,ic_1,MainStimuli/018_yawn_put_on_cap/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/18_yawn_put on cap/1/ic_1.png
18,018_yawn_put_on_cap,yawn_put on cap,coh_1,MainStimuli/018_yawn_put_on_cap/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/18_yawn_put on cap/1/coh_1.png
18,018_yawn_put_on_cap,yawn_put on cap,coh_2,MainStimuli/018_yawn_put_on_cap/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/18_yawn_put on cap/1/coh_2.png
18,018_yawn_put_on_cap,yawn_put on cap,tr_target,MainStimuli/018_yawn_put_on_cap/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/18_yawn_put on cap/1/tr_target.png
18,018_yawn_put_on_cap,yawn_put on cap,it_target,MainStimuli/018_yawn_put_on_cap/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/18_yawn_put on cap/1/it_target.png
18,018_yawn_put_on_cap,yawn_put on cap,end_coh_it,MainStimuli/018_yawn_put_on_cap/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/18_yawn_put on cap/1/end_coh_it.png
18,018_yawn_put_on_cap,yawn_put on cap,end_ic_tr,MainStimuli/018_yawn_put_on_cap/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/18_yawn_put on cap/1/end_ic_tr.png
18,018_yawn_put_on_cap,yawn_put on cap,end_ic_it,MainStimuli/018_yawn_put_on_cap/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/18_yawn_put on cap/1/end_ic_it.png
19,019_sit_crack_egg,sit_crack egg,ic_1,MainStimuli/019_sit_crack_egg/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/19_sit_crack egg/1/ic_1.png
19,019_sit_crack_egg,sit_crack egg,coh_1,MainStimuli/019_sit_crack_egg/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/19_sit_crack egg/1/coh_1.png
19,019_sit_crack_egg,sit_crack egg,coh_2,MainStimuli/019_sit_crack_egg/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/19_sit_crack egg/1/coh_2.png
19,019_sit_crack_egg,sit_crack egg,tr_target,MainStimuli/019_sit_crack_egg/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/19_sit_crack egg/1/tr_target.png
19,019_sit_crack_egg,sit_crack egg,it_target,MainStimuli/019_sit_crack_egg/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/19_sit_crack egg/1/it_target.png
19,019_sit_crack_egg,sit_crack egg,end_coh_it,MainStimuli/019_sit_crack_egg/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/19_sit_crack egg/1/end_coh_it.png
19,019_sit_crack_egg,sit_crack egg,end_ic_tr,MainStimuli/019_sit_crack_egg/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/19_sit_crack egg/1/end_ic_tr.png
19,019_sit_crack_egg,sit_crack egg,end_ic_it,MainStimuli/019_sit_crack_egg/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/19_sit_crack egg/1/end_ic_it.png
20,020_come_plant_sapling,come_plant sapling,ic_1,MainStimuli/020_come_plant_sapling/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/20_come_plant sapling/1/ic_1.png
20,020_come_plant_sapling,come_plant sapling,coh_1,MainStimuli/020_come_plant_sapling/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/20_come_plant sapling/1/coh_1.png
20,020_come_plant_sapling,come_plant sapling,coh_2,MainStimuli/020_come_plant_sapling/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/20_come_plant sapling/1/coh_2.png
20,020_come_plant_sapling,come_plant sapling,tr_target,MainStimuli/020_come_plant_sapling/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/20_come_plant sapling/1/tr_target.png
20,020_come_plant_sapling,come_plant sapling,it_target,MainStimuli/020_come_plant_sapling/it_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/20_come_plant sapling/1/it_target.png
20,020_come_plant_sapling,come_plant sapling,end_coh_it,MainStimuli/020_come_plant_sapling/end_coh_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/20_come_plant sapling/1/end_coh_it.png
20,020_come_plant_sapling,come_plant sapling,end_ic_tr,MainStimuli/020_come_plant_sapling/end_ic_tr.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/20_come_plant sapling/1/end_ic_tr.png
20,020_come_plant_sapling,come_plant sapling,end_ic_it,MainStimuli/020_come_plant_sapling/end_ic_it.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/20_come_plant sapling/1/end_ic_it.png
21,021_cough_burn_bottles,cough_burn bottles,ic_1,MainStimuli/021_cough_burn_bottles/ic_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/21_cough_burn bottles/1/ic_1.png
21,021_cough_burn_bottles,cough_burn bottles,coh_1,MainStimuli/021_cough_burn_bottles/coh_1.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/21_cough_burn bottles/1/coh_1.png
21,021_cough_burn_bottles,cough_burn bottles,coh_2,MainStimuli/021_cough_burn_bottles/coh_2.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/21_cough_burn bottles/1/coh_2.png
21,021_cough_burn_bottles,cough_burn bottles,tr_target,MainStimuli/021_cough_burn_bottles/tr_target.png,/Users/matveikurzukov/Library/CloudStorage/GoogleDrive-apazent@gmail.com/.shortcut-targets-by-id/1exBA-7XrpLfZc6s8oGNYTbmjGsu5dT6p/Gurung stimuli/21_cough_burn bottles/1/tr_target.png
